Store,Date,Action,Urgency,Gap_Units,Reason
3,2012-08-05,SURPLUS,LOW,7324.93,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is EXCESS (1.26 weeks of excess stock — risk of wastage). → Action: SURPLUS with LOW urgency."
3,2012-08-12,STABLE,LOW,2658.49,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is ADEQUATE (Stock covers 1.10 weeks — healthy level). → Action: STABLE with LOW urgency."
3,2012-08-19,SURPLUS,LOW,4054.23,"Demand is LOW (Demand 87.3% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.15 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-08-26,SURPLUS,LOW,2607.28,"Demand is LOW (Demand 80.0% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-09-02,SURPLUS,LOW,2552.08,"Demand is LOW (Demand 81.1% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.10 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-09-09,SURPLUS,LOW,1136.97,"Demand is LOW (Demand 81.2% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.05 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-09-16,SURPLUS,LOW,4437.9,"Demand is LOW (Demand 81.7% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.18 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-09-23,SURPLUS,LOW,3776.27,"Demand is LOW (Demand 80.7% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.15 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-09-30,SURPLUS,LOW,1223.67,"Demand is LOW (Demand 81.4% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.05 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-10-07,SURPLUS,LOW,2546.55,"Demand is LOW (Demand 82.1% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.10 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-10-14,SURPLUS,HIGH,6341.19,"Demand is LOW (Demand 84.1% below store average (30,546)). Inventory is EXCESS (1.25 weeks of excess stock — risk of wastage). → Action: SURPLUS with HIGH urgency."
3,2012-10-21,SURPLUS,LOW,2415.31,"Demand is LOW (Demand 85.4% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.09 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-10-28,SURPLUS,LOW,1781.92,"Demand is LOW (Demand 82.5% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.07 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-11-04,SURPLUS,LOW,3954.12,"Demand is LOW (Demand 86.2% below store average (30,546)). Inventory is ADEQUATE (Stock covers 1.15 weeks — healthy level). → Action: SURPLUS with LOW urgency."
3,2012-11-11,SURPLUS,HIGH,7077.22,"Demand is LOW (Demand 87.6% below store average (30,546)). Inventory is EXCESS (1.26 weeks of excess stock — risk of wastage). → Action: SURPLUS with HIGH urgency."
3,2012-11-18,STABLE,LOW,2589.09,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is ADEQUATE (Stock covers 1.09 weeks — healthy level). → Action: STABLE with LOW urgency."
3,2012-11-25,STABLE,LOW,5577.57,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is ADEQUATE (Stock covers 1.19 weeks — healthy level). → Action: STABLE with LOW urgency."
3,2012-12-02,SURPLUS,LOW,6244.52,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is EXCESS (1.21 weeks of excess stock — risk of wastage). → Action: SURPLUS with LOW urgency."
3,2012-12-09,STABLE,LOW,2615.24,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is ADEQUATE (Stock covers 1.09 weeks — healthy level). → Action: STABLE with LOW urgency."
3,2012-12-16,SURPLUS,LOW,6054.08,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is EXCESS (1.21 weeks of excess stock — risk of wastage). → Action: SURPLUS with LOW urgency."
3,2012-12-23,STABLE,LOW,3584.28,"Demand is NORMAL (Demand within normal range of store average (30,546)). Inventory is ADEQUATE (Stock covers 1.12 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-01-01,STABLE,LOW,2321.79,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-01-08,STABLE,LOW,2317.1,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-01-15,STABLE,LOW,1997.94,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.09 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-01-22,SHORTAGE,MEDIUM,220.57,"Demand is HIGH (Demand 111.8% above store average (21,506)). Inventory is ADEQUATE (Stock covers 0.99 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-01-29,SHORTAGE,MEDIUM,3704.67,"Demand is HIGH (Demand 113.6% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.15 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-02-05,SHORTAGE,MEDIUM,1009.06,"Demand is HIGH (Demand 115.6% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.04 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-02-12,SHORTAGE,MEDIUM,289.01,"Demand is HIGH (Demand 115.9% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.01 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-02-19,SHORTAGE,MEDIUM,471.19,"Demand is HIGH (Demand 110.3% above store average (21,506)). Inventory is ADEQUATE (Stock covers 0.98 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-02-26,STABLE,LOW,2321.43,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.10 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-03-04,SHORTAGE,MEDIUM,2816.97,"Demand is HIGH (Demand 111.4% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.12 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-03-11,STABLE,LOW,585.0,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 0.97 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-03-18,SHORTAGE,MEDIUM,2024.51,"Demand is HIGH (Demand 115.0% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.08 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-03-25,SHORTAGE,MEDIUM,489.19,"Demand is HIGH (Demand 112.5% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.02 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-04-01,SHORTAGE,MEDIUM,2648.52,"Demand is HIGH (Demand 111.3% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-04-08,SHORTAGE,MEDIUM,228.76,"Demand is HIGH (Demand 118.5% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.01 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-04-15,SHORTAGE,MEDIUM,3022.37,"Demand is HIGH (Demand 116.6% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.12 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-04-22,SHORTAGE,MEDIUM,1450.32,"Demand is HIGH (Demand 123.0% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.05 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-04-29,SHORTAGE,MEDIUM,4517.16,"Demand is HIGH (Demand 121.0% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.17 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-05-06,SHORTAGE,MEDIUM,25.6,"Demand is HIGH (Demand 116.7% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.00 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-05-13,SHORTAGE,MEDIUM,1119.98,"Demand is HIGH (Demand 115.8% above store average (21,506)). Inventory is ADEQUATE (Stock covers 1.04 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
4,2012-05-20,STABLE,LOW,97.03,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.00 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-05-27,STABLE,LOW,3936.73,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.17 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-06-03,STABLE,LOW,3785.7,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.16 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-06-10,STABLE,LOW,636.7,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.03 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-06-17,STABLE,LOW,2668.25,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-06-24,STABLE,LOW,3430.55,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.15 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-07-01,STABLE,LOW,2019.3,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.09 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-07-08,STABLE,LOW,1773.87,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.09 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-07-15,STABLE,LOW,506.03,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.02 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-07-22,STABLE,LOW,179.54,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 0.99 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-07-29,STABLE,LOW,3310.71,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.17 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-08-05,STABLE,LOW,3354.05,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.17 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-08-12,SURPLUS,LOW,2074.7,"Demand is LOW (Demand 89.3% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-08-19,SURPLUS,LOW,840.1,"Demand is LOW (Demand 87.7% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.04 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-08-26,SURPLUS,LOW,890.21,"Demand is LOW (Demand 88.6% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.05 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-09-02,SURPLUS,LOW,2354.79,"Demand is LOW (Demand 85.5% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.13 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-09-09,SURPLUS,LOW,2945.92,"Demand is LOW (Demand 83.0% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.16 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-09-16,SURPLUS,LOW,2872.0,"Demand is LOW (Demand 82.0% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.16 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-09-23,SURPLUS,LOW,2360.9,"Demand is LOW (Demand 78.6% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.14 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-09-30,SURPLUS,LOW,1919.48,"Demand is LOW (Demand 81.2% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-10-07,SURPLUS,LOW,179.79,"Demand is LOW (Demand 79.6% below store average (21,506)). Inventory is ADEQUATE (Stock covers 0.99 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-10-14,SURPLUS,LOW,111.25,"Demand is LOW (Demand 83.1% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.01 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-10-21,SURPLUS,LOW,2992.63,"Demand is LOW (Demand 84.2% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.17 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-10-28,SURPLUS,LOW,1863.58,"Demand is LOW (Demand 84.8% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.10 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-11-04,SURPLUS,LOW,508.33,"Demand is LOW (Demand 88.6% below store average (21,506)). Inventory is ADEQUATE (Stock covers 0.97 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-11-11,SURPLUS,LOW,125.05,"Demand is LOW (Demand 86.0% below store average (21,506)). Inventory is ADEQUATE (Stock covers 0.99 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-11-18,SURPLUS,LOW,2122.11,"Demand is LOW (Demand 86.1% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-11-25,SURPLUS,LOW,497.86,"Demand is LOW (Demand 84.0% below store average (21,506)). Inventory is ADEQUATE (Stock covers 0.97 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-12-02,SURPLUS,LOW,106.31,"Demand is LOW (Demand 81.8% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.01 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-12-09,SURPLUS,LOW,1721.47,"Demand is LOW (Demand 89.2% below store average (21,506)). Inventory is ADEQUATE (Stock covers 1.09 weeks — healthy level). → Action: SURPLUS with LOW urgency."
4,2012-12-16,STABLE,LOW,2346.55,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.12 weeks — healthy level). → Action: STABLE with LOW urgency."
4,2012-12-23,STABLE,LOW,2349.06,"Demand is NORMAL (Demand within normal range of store average (21,506)). Inventory is ADEQUATE (Stock covers 1.11 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-01-01,SHORTAGE,MEDIUM,3049.41,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.79 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-01-08,STABLE,LOW,1828.69,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.87 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-01-15,SHORTAGE,MEDIUM,2883.72,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.79 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-01-22,SHORTAGE,MEDIUM,2724.44,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.81 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-01-29,STABLE,LOW,1790.02,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.88 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-02-05,STABLE,LOW,2062.29,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.86 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-02-12,STABLE,LOW,1674.85,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.89 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-02-19,SHORTAGE,MEDIUM,2243.8,"Demand is HIGH (Demand 111.7% above store average (14,574)). Inventory is ADEQUATE (Stock covers 0.86 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
5,2012-02-26,SHORTAGE,HIGH,2577.95,"Demand is HIGH (Demand 115.8% above store average (14,574)). Inventory is CRITICAL (Only 0.85 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-03-04,SHORTAGE,HIGH,3899.0,"Demand is HIGH (Demand 115.3% above store average (14,574)). Inventory is CRITICAL (Only 0.77 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-03-11,SHORTAGE,HIGH,3000.64,"Demand is HIGH (Demand 110.5% above store average (14,574)). Inventory is CRITICAL (Only 0.81 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-03-18,SHORTAGE,HIGH,3334.35,"Demand is HIGH (Demand 112.5% above store average (14,574)). Inventory is CRITICAL (Only 0.80 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-03-25,SHORTAGE,MEDIUM,3253.13,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.79 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-04-01,STABLE,LOW,1349.42,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-04-08,SHORTAGE,HIGH,2965.28,"Demand is HIGH (Demand 111.8% above store average (14,574)). Inventory is CRITICAL (Only 0.82 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-04-15,SHORTAGE,MEDIUM,1586.89,"Demand is HIGH (Demand 110.4% above store average (14,574)). Inventory is ADEQUATE (Stock covers 0.90 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
5,2012-04-22,SHORTAGE,MEDIUM,2336.3,"Demand is HIGH (Demand 112.7% above store average (14,574)). Inventory is ADEQUATE (Stock covers 0.86 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
5,2012-04-29,SHORTAGE,MEDIUM,1969.63,"Demand is HIGH (Demand 117.6% above store average (14,574)). Inventory is ADEQUATE (Stock covers 0.89 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
5,2012-05-06,SHORTAGE,HIGH,2801.93,"Demand is HIGH (Demand 117.4% above store average (14,574)). Inventory is CRITICAL (Only 0.84 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-05-13,SHORTAGE,HIGH,2673.83,"Demand is HIGH (Demand 121.2% above store average (14,574)). Inventory is CRITICAL (Only 0.85 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-05-20,SHORTAGE,HIGH,2936.76,"Demand is HIGH (Demand 121.8% above store average (14,574)). Inventory is CRITICAL (Only 0.83 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-05-27,SHORTAGE,HIGH,3621.65,"Demand is HIGH (Demand 115.5% above store average (14,574)). Inventory is CRITICAL (Only 0.78 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-06-03,SHORTAGE,MEDIUM,2195.24,"Demand is HIGH (Demand 118.6% above store average (14,574)). Inventory is ADEQUATE (Stock covers 0.87 weeks — healthy level). → Action: SHORTAGE with MEDIUM urgency."
5,2012-06-10,SHORTAGE,HIGH,3243.57,"Demand is HIGH (Demand 110.8% above store average (14,574)). Inventory is CRITICAL (Only 0.80 weeks of stock remaining). → Action: SHORTAGE with HIGH urgency."
5,2012-06-17,SHORTAGE,MEDIUM,3708.29,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.76 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-06-24,STABLE,LOW,2200.18,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.86 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-07-01,SHORTAGE,MEDIUM,3174.58,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.78 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-07-08,STABLE,LOW,1294.13,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-07-15,STABLE,LOW,1260.75,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-07-22,STABLE,LOW,1322.06,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-07-29,SHORTAGE,MEDIUM,2575.42,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.81 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-08-05,SHORTAGE,MEDIUM,3353.83,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.75 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-08-12,STABLE,LOW,1267.29,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-08-19,STABLE,LOW,2265.63,"Demand is LOW (Demand 88.2% below store average (14,574)). Inventory is CRITICAL (Only 0.82 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-08-26,SURPLUS,LOW,1070.41,"Demand is LOW (Demand 85.2% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: SURPLUS with LOW urgency."
5,2012-09-02,SURPLUS,LOW,1125.07,"Demand is LOW (Demand 89.0% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: SURPLUS with LOW urgency."
5,2012-09-09,SURPLUS,LOW,1371.63,"Demand is LOW (Demand 89.5% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.89 weeks — healthy level). → Action: SURPLUS with LOW urgency."
5,2012-09-16,SHORTAGE,MEDIUM,2643.27,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.80 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-09-23,SHORTAGE,MEDIUM,2583.42,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is CRITICAL (Only 0.82 weeks of stock remaining). → Action: SHORTAGE with MEDIUM urgency."
5,2012-09-30,STABLE,LOW,1426.04,"Demand is NORMAL (Demand within normal range of store average (14,574)). Inventory is ADEQUATE (Stock covers 0.89 weeks — healthy level). → Action: STABLE with LOW urgency."
5,2012-10-07,STABLE,LOW,2498.31,"Demand is LOW (Demand 88.0% below store average (14,574)). Inventory is CRITICAL (Only 0.81 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-10-14,STABLE,LOW,2854.71,"Demand is LOW (Demand 89.3% below store average (14,574)). Inventory is CRITICAL (Only 0.78 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-10-21,STABLE,LOW,1925.02,"Demand is LOW (Demand 85.4% below store average (14,574)). Inventory is CRITICAL (Only 0.85 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-10-28,SURPLUS,LOW,1164.13,"Demand is LOW (Demand 87.5% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.91 weeks — healthy level). → Action: SURPLUS with LOW urgency."
5,2012-11-04,SURPLUS,LOW,1694.42,"Demand is LOW (Demand 88.5% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.87 weeks — healthy level). → Action: SURPLUS with LOW urgency."
5,2012-11-11,STABLE,LOW,1936.01,"Demand is LOW (Demand 87.1% below store average (14,574)). Inventory is CRITICAL (Only 0.85 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-11-18,STABLE,LOW,3021.47,"Demand is LOW (Demand 89.5% below store average (14,574)). Inventory is CRITICAL (Only 0.77 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-11-25,SURPLUS,LOW,1809.19,"Demand is LOW (Demand 85.6% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.86 weeks — healthy level). → Action: SURPLUS with LOW urgency."
5,2012-12-02,SURPLUS,LOW,1040.53,"Demand is LOW (Demand 86.8% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.92 weeks — healthy level). → Action: SURPLUS with LOW urgency."
5,2012-12-09,STABLE,LOW,2785.73,"Demand is LOW (Demand 85.2% below store average (14,574)). Inventory is CRITICAL (Only 0.78 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-12-16,STABLE,LOW,1949.08,"Demand is LOW (Demand 83.0% below store average (14,574)). Inventory is CRITICAL (Only 0.84 weeks of stock remaining). → Action: STABLE with LOW urgency."
5,2012-12-23,SURPLUS,LOW,1265.22,"Demand is LOW (Demand 85.9% below store average (14,574)). Inventory is ADEQUATE (Stock covers 0.90 weeks — healthy level). → Action: SURPLUS with LOW urgency."
